epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,3190.24,0.93653,0.8757,1.16321,0.95852,0.68827,0.74221,0.56139,1.14806,0.78526,1.26837,0.0007946,0.0007946,0.0007946
94,3227.45,0.9388,0.85239,1.15109,0.93174,0.68974,0.74805,0.51974,1.40466,0.83667,1.38596,0.00078965,0.00078965,0.00078965
95,3264.06,0.88828,0.76841,1.1113,0.88871,0.69848,0.76237,0.59296,1.17285,0.81346,1.31621,0.0007847,0.0007847,0.0007847
96,3300.2,0.96541,0.79758,1.15131,0.90329,0.72726,0.76119,0.57119,1.17767,0.80736,1.32327,0.00077975,0.00077975,0.00077975
97,3337.07,0.95633,0.82103,1.14005,0.893,0.72401,0.75661,0.56931,1.19549,0.88796,1.31193,0.0007748,0.0007748,0.0007748
98,3372.38,0.88537,0.8181,1.11552,0.84471,0.73333,0.77047,0.58965,1.04323,0.84476,1.18947,0.00076985,0.00076985,0.00076985
99,3409.62,0.88679,0.837,1.11442,0.89357,0.73333,0.77728,0.60248,1.04627,0.83728,1.23545,0.0007649,0.0007649,0.0007649
100,3446.69,0.95053,0.84283,1.14685,0.79121,0.76501,0.82277,0.63466,0.98871,0.83001,1.24194,0.00075995,0.00075995,0.00075995
101,3482.1,0.90803,0.83086,1.13413,0.94077,0.66698,0.77769,0.59316,1.10615,0.90312,1.27642,0.000755,0.000755,0.000755
102,3517.96,0.90143,0.77882,1.1271,0.91361,0.72631,0.74647,0.59316,1.01186,0.91287,1.23181,0.00075005,0.00075005,0.00075005
103,3554.11,0.90665,0.81069,1.12631,0.93543,0.70921,0.75205,0.62042,0.95565,0.91115,1.22399,0.0007451,0.0007451,0.0007451
104,3590.59,0.90508,0.80901,1.13799,0.78882,0.73333,0.76069,0.58871,1.15143,0.90992,1.30697,0.00074015,0.00074015,0.00074015
